"PRODUCT_NAME","Prescription_Amount"
"REQUIP(ROP",0
"VIDEX EC",0
"SOLODYN 10",0
"DF CHILDRE",0
"DYSPORT (A",0
"VEREGEN OI",0
"ACTIQ 200M",0
"VENTAVIS (",0
"S/B HYDROC",0
"NIACIN 500",0
"DEXEDRINE",0
"NATPARA, 7",0
"SOLODYN 65",0
"SORILUX .0",0
"NAMENDA 5M",0
"ROSADAN CR",0
"PROSTIN VR",0
"NORTHERA 1",0
"LATUDA 80M",0
"AXIRON",0
"ISONIAZED",0
"MIRAPEX 0.",0
"LEUPROLIDE",0
"TOLMETIN S",0
"SAL-PLANT",0
"ZONALON (D",0
"ALPROSTADI",0
"PRANDIN 2.",0
"GLYSET 25M",0
"ALDACTONE",0
"LOVENOX 30",0
"OPANA ER 2",0
"CORVITE 15",0
"VALCHLOR (",0
"AFREZZA 60",0
"BEKYREE TA",0
"VARUBI",0
"ALDACTAZID",0
"VIRT NATE",0
"GLUCAGEN 1",0
"SKELAXIN 8",0
"PAMELOR CA",0
"JUXTAPID 4",0
"SERNIVO EX",0
"LDR SORE T",0
"PAPAVERINE",0
"ADEMPAS 2M",0
"XYLOCAINE",0
"DEHYDRATED",0
"MYSOLINE P",0
"LEMTRADA 1",0
"CEFACLOR E",0
"ATACAND 8M",0
"LAXATIVE P",0
"SPINRAZA (",0
"ADEMPAS 1M",0
"ORFADIN OR",0
"MYCAMINE 1",0
"TRUVADA 16",0
"DANAZOL 20",0
"BLUE GEL M",0
"ERIVEDGE 1",0
"PRENATE RE",0
"ALLI, ORLI",0
"TRELSTAR 1",0
"PACERONE 2",0
"ARICEPT",0
"DIBROMM PE",0
"VANATOL S",0
"EES-400 FT",0
"MUSCLE RUB",0
"TARCEVA 25",0
"SOD FERRIC",0
"TROSPIUM",0
"DIOVAN HCT",0
"FLUCYTOSIN",0
"FOSAMAX ON",0
"PRIMAQUINE",0
"IBUPROF IB",0
"CERDELGA (",0
"ALPHANINE",0
"CALAN SR 2",0
"VIBATIV (T",0
"PRANDIN 1.",0
"SENOKOT S",0
"BELBUCA 90",0
"EPIDUO PUM",0
"ZOFRAN ORA",0
"ARIMIDEX 1",0
"FIORINAL U",0
"QUESTRAN R",0
"MICARDIS (",0
"SPRITAM 50",0
"LDR TUSSIN",0
"LAMISIL AT",0
"ACTIVE OB",0
"VP HEMI ON",0
"FORTESTA (",0
"DIFFERIN C",0
"CORVITA",0
"DEMEROL CI",0
"FLUCCINONI",0
"MODAFINAL",0
"HM STOOL S",0
"DILAUDID 8",0
"ESBRIET -",0
"ACTONEL 15",0
"PREVYMIS 2",0
"VISUDYNE 1",0
"AVAPRO 75M",0
"TRICOR TAB",0
"TRAMDOL TA",0
"JUXTAPID 2",0
"TOPCARE IB",0
"KIONEX, SO",0
"GNP NAPROX",0
"BELBUCA 45",0
"LDR MICONA",0
"NAPHAZOLIN",0
"CEFIXIME 2",0
"PEPCID 20M",0
"ANUSOL-HC",0
"TRIPTODUR",0
"MACROBID 1",0
"TOPCARE",0
"FLEET MINE",0
"MEDROL 4MG",0
"JANUMETXR",0
"TRAVOPROST",0
"LDR CHEST",0
"POVIDONE I",0
"AMETHIA",0
"SM PAIN RE",0
"HYZAAR 100",0
"MS CONTIN",0
"TRELSTAR 3",0
"ARICEPT 10",0
"NEUTRAL SO",0
"FIASP VIAL",0
"NEOMYCIN 4",0
"JETREA (OC",0
"PENTAM 300",0
"ESGIC CAPS",0
"THROMBATE",0
"BUPIVACAIN",0
"TABTUSSIN",0
"FIBER-CAPS",0
"TRIENTINE",0
"EMEND 80MG",0
"GABLOFEN 1",0
"TOPICORT S",0
"ZYLET OPHT",0
"TRISTART D",0
"ELOCTATE 3",0
"SOTYLIZE (",0
"ROXICODONE",0
"QUININE SU",0
"NAFTIN GEL",0
"EURAX CREA",0
"LANOXIN TA",0
"LOPRESSOR",0
"TUMS ULTRA",0
"SUBOXONE F",0
"OTFC LOZEN",0
"PERI-COLAC",0
"DIBUCANE O",0
"APLISOL 1M",0
"NUWIQ",0
"HALDOL (R)",0
"MIRAPEX ER",0
"HALOG (HAL",0
"VANATOL LQ",0
"LAXATIVE T",0
"RITALIN HC",0
"FLEBOGAMMA",0
"PERCOCET 7",0
"DITROPAN X",0
"EAR WAX SY",0
"EMEND 125M",0
"VIMIZIM",0
"ESBRIET 80",0
"RADICAVA (",0
"GALZIN CAP",0
"GNP ACETOM",0
"GEODON IM",0
"BAZA ANTIF",0
"COREG(CARV",0
"ORBACTIV",0
"NAUSATROL",0
"HM GLYCERI",0
"DUTOPROL 5",0
"ESTROSTEP",0
"SINEMET CR",0
"NADOLOL (",0
"PERTZYE 8,",0
"APAP 160MG",0
"NESTABS ON",0
"CETYLEV 50",0
"TUMS CHEWY",0
"LUPANETA 1",0
"ZOSYN 2.25",0
"OSCIMIN OR",0
"EES 400 UN",0
"ALINIA 500",0
"ACIPHEX SP",0
"ENDARI",0
"GLYCOPRRYO",0
"PROSCAR 5M",0
"FOLIVANE-O",0
"CYTOTEC 20",0
"IMITREX 6",0
"BPO 4% GEL",0
"CORTISONE",0
"CIMZIA STA",0
"ACTIVASE (",0
"BP CLEANSI",0
"EPIRUBICIN",0
"AFREZZA 12",0
"DIBROMM DM",0
"FOSRENOL 7",0
"MIMVEY LO",0
"PANHEMATIN",0
"PROTAMINE",0
"CHLORPROPA",0
"BEBULIN FA",0
"PHOSLYRA",0
"ZURAMPIC 2",0
"RIBASPHERE",0
"PREPOPIK -",0
"ABSTRAL 20",0
"TUSSICAPS",0
"SPRIX",0
"CARBAGLU T",0
"ZYCLARA",0
"CYCLOSERIN",0
"MEDIFIN DM",0
"SAIZEN SOM",0
"DESONATE (",0
"ZOMIG-ZMT",0
"CARDIZEM C",0
"VASOTECT 1",0
"MESTINON T",0
"GABAOENTIN",0
"CALCIUM DI",0
"TUMS FRESH",0
"ANTACID X/",0
"APAP/DIPH",0
"VALPROATE",0
"TL ICON",0
"TYDEMY  (D",0
"DIPENTUM 2",0
"NATPARA, 2",0
"JADENU SPR",0
"NIMODIPINE",0
"OMIDRIA 1%",0
"EMBEDA (MO",0
"KRYSTEXXA",0
"GAMMAPLEX",0
"NAMZARIC T",0
"CLIMARA: E",0
"DUTOPROL 2",0
"ATIVAN 2MG",0
"LEVORA 0.1",0
"BELLADONNA",0
"QUDEXY XR",0
"DYRENIUM 1",0
"TAZICEF (C",0
"IOPHEN-C N",0
"AMABELZ  (",0
"ADENOSCAN",0
"HYQVIA 20",0
"CYTOVENE V",0
"ELLENCE 20",0
"GASTROCOM",0
"PAROMOMYCI",0
"CYCLOGYL 1",0
"ETHACRYNIC",0
"GAVISCON C",0
"METOPRLOL",0
"SYMBYAX",0
"DELSYM EXT",0
"LDR MOTION",0
"TREANDA 10",0
"PROPARACAI",0
"DIAZEPAM O",0
"SAVAYSA(ED",0
"MY CHOICE",0
"HETLIOZ",0
"GNP COLD H",0
"FUROSEM 40",0
"FOSAMAX PL",0
"SODIUM PHO",0
"PAXIL CR T",0
"15MG REMER",0
"AVELOX I.V",0
"DEPO PROVE",0
"CEFEPIME I",0
"EXFORGE HC",0
"XERESE CRE",0
"ULTRACET",0
"RIMANTADIN",0
"MINIVIELLE",0
"PORTRAZZA",0
"ATACAND HC",0
"LITHOBID (",0
"CALCITRENE",0
"LDR TNS HA",0
"CIPRO IV",0
"FIORICET 5",0
"TIKOSYN CA",0
"NATIFINE H",0
"ELELYSO (T",0
"TENORMIN 2",0
"10% DEXTRO",0
"EVOCLIN (C",0
"EVOFLOXACI",0
"DURACLON 1",0
"ALORA 0.07",0
"VIREAD 250",0
"DELSYM DAY",0
"ZERIT",0
"CELONTIN 3",0
"FORTAMET 1",0
"AVITA CREA",0
"MYALEPT 11",0
"GNP MUCUS",0
"ALPROLIX 3",0
"LDR HEADAC",0
"PENIVILLIN",0
"NEO POLY B",0
"PERCOCET 5",0
"TOPCARE NI",0
"GAMMAKED 1",0
"ROBAFEN CO",0
"GLUCAGON F",0
"PROPANTHEL",0
"ALL-NITE C",0
"AZILECT (R",0
"LACRISERT",0
"NAMZARIC 7",0
"FEMRING 0.",0
"SIGNIFOR A",0
"AKYNZEO",0
"ANGELIQ 0.",0
"TRETTEN",0
"CARBIDO/LE",0
"KITABIS PA",0
"ZEGERID 20",0
"ACUVAIL",0
"IMURAN (AZ",0
"XOPENEX 0.",0
"VINORELBIN",0
"AZACTAM",0
"DIGOXIN OR",0
"PATANASE",0
"SB NAPROXE",0
"BELBUCA 75",0
"ELIGARD 30",0
"LEVEE.15/.",0
"ISOTRETINO",0
"HM MUCUS R",0
"PROPRACAIN",0
"DEPAKENE C",0
"LOTREL CA",0
"INTRON A H",0
"ALINIA (NI",0
"DETROL 2 M",0
"ANTARA 30M",0
"UREA HYDRA",0
"CEFIXIME 1",0
"IRESSA 250",0
"ZINBRYTA I",0
"MATULANE (",0
"NORETHEST",0
"DURAMORPH",0
"HYQVIA 5 G",0
"DESOXIMEAT",0
"GABITRIL 2",0
"TRILIPIX (",0
"MAXALT 10M",0
"HEPARIN 10",0
"PRAVACHOL",0
"VP-ZEL TAB",0
"COZAAR 50M",0
"FOCALGIN C",0
"TENORMIN 5",0
"NEUPRO 3 M",0
"KISQALI 20",0
"CICLODAN",0
"COUGH TAB",0
"DIGOXINE 0",0
"0.8% LIDOC",0
"LDR NTM SV",0
"PRENATE EN",0
"MYOBLOC",0
"PREMIER CY",0
"AFREZZA 30",0
"MACRODANTI",0
"SSS 10-5 1",0
"PACERONE 1",0
"EXELDERM C",0
"XANAX XR .",0
"PERTZYE 24",0
"COARTEM TA",0
"GLUCAGON 1",0
"ZETONNA HF",0
"CALPHRON",0
"ALYACEN 7/",0
"MORGIDOX 2",0
"ERTACZO CR",0
"KETALAR C-",0
"NATURALAX",0
"BYVALSON 5",0
"DIOCTO SYR",0
"GNP APAP D",0
"MIRCETTE T",0
"PREPLUS",0
"TUSSIN MAX",0
"TRISENOX I",0
"BUPROPRION",0
"RIOMET STR",0
"FENTORA 80",0
"FIRMAGON 2",0
"LITHIUM OR",0
"DOXY DR 75",0
"VANTAS (HI",0
"ASCORBIC A",0
"TRI-LUMA C",0
"ADEMPAS 1.",0
"MIACALCIN",0
"DEXTROSE I",0
"PREMARIN I",0
"BYDUREON",0
"XIMINO EXT",0
"ZOSYN (TAZ",0
"TOLAZAMIDE",0
"ELOCTATE 6",0
"CASTELLANI",0
"ERYTHROCIN",0
"RESTORIL 3",0
"GILDESS FE",0
"TIGAN 100M",0
"RUBRACA",0
"NASAL DECO",0
"ALLERGY CR",0
"FOLOTYN 20",0
"TALTZ 80MG",0
"CORTEF 5MG",0
"ECONTRA EZ",0
"ENEMA TWIN",0
"GALANTAMIN",0
"PROTOPIC 0",0
"EPIVIR HBV",0
"MIGRAINE P",0
"MECLOFENAM",0
"MENOSTAR",0
"FABB",0
"VIEKIRA XR",0
"ZYPREXA ZY",0
"BUPHENYL P",0
"EVAMIST (E",0
"FANAPT TAB",0
"FLORIVA PL",0
"0.45% SODI",0
"KAZANO 12.",0
"LOSARTANN",0
"INFANT'S S",0
"CEFIXIME F",0
"ACETAM 650",0
"TRIGLIDE F",0
"DETROL 1MG",0
"TOBI AM 30",0
"ZOSYN (PIP",0
"CELEBREX 1",0
"RASUVO 10",0
"STELARA 13",0
"APRACLONID",0
"SOLODYN 11",0
"WHITE PETR",0
"UTIBRON NE",0
"GLUCOVANCE",0
"LONG ACTIN",0
"VERZENIO",0
"LARTRUVO 1",0
"ERWINAZE (",0
"ENDOCET 2.",0
"MAXIDEX",0
"ERY-TAB DE",0
"ABREVA TUB",0
"S/B ALLERG",0
"TARINA FE",0
"ALORA ETS",0
"ACULAR .5%",0
"IBRUPROFEN",0
"LICE SOLUT",0
"SELECT-OB+",0
"SM COLD/FL",0
"SOMA 250",0
"ATIVAN 0.5",0
"BELSOMRA 5",0
"ACCUPRIL T",0
"FERIVA 21/",0
"MELPHALAN",0
"RASUVO 30",0
"DIAZEPMAN",0
"RYNEX PE",0
"HYZAAR 50-",0
"SULINDAC",0
"AFREZZA 90",0
"CASTOR OIL",0
"VITAFOL",0
"BUTISOL SO",0
"TRELSTAR L",0
"FOCALGIN D",0
"MOEXIPRIL-",0
"AZOR 5/20M",0
"IMFINZI, 5",0
"ZELBORAF (",0
"DIGOXIN 50",0
"TRUSOPT 2%",0
"CUVITRU 1G",0
"RAPAMUNE 1",0
"OXAZEPAM 1",0
"CARBINOXAM",0
"TETRAHYDRO",0
"TRAVEL SIC",0
"PRIMAXIN 5",0
"NORCO 10 /",0
"S/B ASPIRI",0
"RETIN-A MI",0
"APAP 650MG",0
"MAXIPIME F",0
"CARDURA XL",0
"ALOMIDE",0
"CAROSPIR",0
"COUGH & CO",0
"ITRACONAZ",0
"GNP ACID R",0
"MITOMYCIN",0
"ACETASOL H",0
"GENTLE LAX",0
"SOLODYN 55",0
"GNP NASAL",0
"NAFTIFINE",0
"GLUMETZA 5",0
"ANADROL- 5",0
"AZTREONAM",0
"ELOCON 0.1",0
"PRADAXA 11",0
"PIPERA/TAZ",0
"NATURE TEA",0
"FLOUROMETH",0
"QUINAPRIL-",0
"EMPLICITI",0
"ADAPALENE-",0
"CAZIANT 0.",0
"IFOSFAMIDE",0
"KEYTRUDA 5",0
"RASUVO 12.",0
"PRENATE EL",0
"BIVALIRUDI",0
"PRENATE CH",0
"0.9% W/V S",0
"ARCALYST 2",0
"CELEXA 10M",0
"ZYVOX (LIN",0
"LOVENOX 10",0
"GAZYVA 100",0
"DIPHYNHYDR",0
"PROPRAN 40",0
"SUBLOCADE",0
"INFUMORPH,",0
"ZOLINZA 10",0
"MERREM I.V",0
"QUARTETTE",0
"CLOZARIL",0
"AVANDIA TA",0
"RASUVO 7.5",0
"XOPENEX (L",0
"SYNRIBO IN",0
"CORGARD, 8",0
"KEPPRA IV",0
"CLINDACIN",0
"CONZIP 100",0
"ALUNBRIG (",0
"ALDURAZYME",0
"FLAVOXATE",0
"S/B 12HR N",0
"ANTI-GAS R",0
"EXFORGE 10",0
"PHENOXYBEN",0
"SIRTURO (B",0
"ORFADIN 20",0
"XYZAL 5 MG",0
"SORIATANE",0
"NALOXONE P",0
"FROVA (FRO",0
"CYSTAGON 5",0
"LDR COLD/C",0
"GAS FREE E",0
"DOXIL 50MG",0
"CHROMAGEN",0
"LEADER MUC",0
"RHOFADE TO",0
"JUXTAPID 1",0
"ANDROGEL2.",0
"PRAMCORT C",0
"TRUVADA 13",0
"ZYCLARA 3.",0
"METHSCOPOL",0
"NAPHCON A",0
"OZEMPIC 1M",0
"ANTI-ITCH",0
"FARYDAK CA",0
"BUNAVAIL 6",0
"SYNALAR TS",0
"ESTAZOLAM",0
"CHEMET",0
"IRINOTEC H",0
"HUMATE-P L",0
"LDR ENEMA",0
"E/ MUSCLE",0
"SPIRIVA 90",0
"TOPOSAR IN",0
"YONDELIS (",0
"KADIAN ER",0
"ANTI ITCH",0
"FENTANYL 2",0
"HYDROGEN P",0
"PRANDIN (R",0
"KROGER NTS",0
"BETADINE S",0
"GENGRAF, C",0
"POLYMYXIN",0
"METROGEL 0",0
"TUSSIN CS",0
"ORALAIR",0
"ALTOPREV 4",0
"CONCEPT DH",0
"INLYTA (AX",0
"JALYN CPSL",0
"NORTHERA 3",0
"NICARDIPIN",0
"SULFA & TR",0
"ALLERCHLOR",0
"ANTIFUNGAL",0
"KONSYL-D",0
"VERELAN PM",0
"OSMOPREP",0
"CLARINEX D",0
"QUITIAPINE",0
"LEXAPRO 5M",0
"LDR NATURA",0
"LYNPARZA 5",0
"VISTARIL C",0
"ZAVESCA (M",0
"RYDAPT CAP",0
"BRISDELLE",0
"SUNMARK MI",0
"CEPACOL SO",0
"S/B BISMUT",0
"INTEGRILIN",0
"GNP ANTACI",0
"TYBOST (CO",0
"MUCINEX 72",0
"SM ANTI-DI",0
"CORIFACT (",0
"CYTOMEL 25",0
"EPSOM SALT",0
"KALBITOR 1",0
"BACTROBAN",0
"MUCINEX 6'",0
"XANAX .25M",0
"PROMETRIUM",0
"SCALP RELI",0
"HM SINUS 1",0
"CASPOFUNGI",0
"I.V. PREP",0
"UCERIS REC",0
"LANSO/CLAR",0
"BINOSTO",0
"ASTRINGENT",0
"PENTOXYFYL",0
"ENEMA",0
"AFREZZA 8",0
"AVONEX EX",0
"SARNA LOTI",0
"S/B CHILDR",0
"CYTRA-3 SY",0
"RIBAPAK 12",0
"HYPERTET S",0
"TRELSTAR 2",0
"CLEOCIN HC",0
"LOTRONEX (",0
"OZEMPIC 0.",0
"ATRALIN GE",0
"KOATE 1000",0
"VUSION OIN",0
"NICORETTE(",0
"S/B MILK O",0
"MILK MAGNE",0
"LASIX 40 M",0
"TOPCARE PA",0
"LDR CHILD",0
"SODIUM PHE",0
"MAPAP 160",0
"TESSALON B",0
"COLACE 2 I",0
"EFFERVESCE",0
"DOPAMINE H",0
"VIRT-NATE",0
"GNP RANITI",0
"SAIZEN (SO",0
"KALETRA OR",0
"LOVENOX  1",0
"LENVIMA 18",0
"DOXEPIN 50",0
"ZOSYN 3.37",0
"PEXEVA (PA",0
"EPTIFIBATI",0
"TOPCARE IN",0
"HEMLIBRA -",0
"FLONASE SE",0
"LOESTRIN 2",0
"SELECT-OB",0
"HUMIRA PED",0
"SEB PREV W",0
"CLODAN SHA",0
"AUSTEDO (T",0
"SENOKOT TA",0
"ZANTAC (RA",0
"GILDESS 1.",0
"NADOLOL/BE",0
"45% UREA L",0
"CUVITRU 4G",0
"PRENATE AM",0
"MEDICATED",0
"RETIN-A GE",0
"RECLAST VL",0
"SPRITAM 10",0
"ERYTH CAP",0
"WILATE",0
"MACUGEN (P",0
"AHP HYDROC",0
"OCTAGAM 10",0
"MAPROTILIN",0
"SYNDROS",0
"ALPROLIX 4",0
"GUAIATUSSI",0
"LORTAB",0
"PBOS (R) (",0
"ZORVOLEX 1",0
"JOCK ITCH",0
"SLEEP TAB",0
"HYCAMTIN C",0
"INDERAL XL",0
"TABLOID  T",0
"CRINONE 4%",0
"EMTRIVA OR",0
"OXAYDO 5MG",0
"SM COUGH D",0
"ZANTAC TAB",0
"SRONYX 0.1",0
"ADENOCARD",0
"PRED-G SUS",0
"NOVOSEVEN",0
"ERY-TAB 25",0
"FAYOSIM  T",0
"FORADIL AE",0
"S/B N/ASPI",0
"FLORIVA 1",0
"ZOSYN 4.5G",0
"DR. SMITH'",0
"SYMDEKO (T",0
"CORVITE FE",0
"DEXRAZOXAN",0
"LEVAQUIN 5",0
"FLONASE AL",0
"TRI-VI-FLO",0
"AK-POLY-BA",0
"VOL PLUS",0
"TEKTURNA F",0
"K-TAB FILM",0
"AHP LAMIVU",0
"OMECLAMOX",0
"PIPERONYL",0
"PRAMOSONE",0
"ENTOCORT E",0
"RIFADIN IV",0
"IOPHEN NR",0
"ADLYXIN 20",0
"NITRO-DUR",0
"PRED-G S.O",0
"CARIMUNE N",0
"TRIBENZOR",0
"COLISTIMET",0
"TRILIPIX D",0
"RAYALDEE 3",0
"CARBOCAINE",0
"DETROL LA",0
"KORLYM 300",0
"VIREAD ORA",0
"NALBUPHINE",0
"PHENERGAN",0
"TUMS ASSOR",0
"CORTEF 10M",0
"AMINOCAPRO",0
"PROCYSBI D",0
"ENDOMETRIN",0
"ARTHROTEC",0
"FLORIVA .5",0
"ZESTRIL 10",0
"ZUPLENZ 8M",0
"ZITHROMAX",0
"ADLYXIN 10",0
"SILVADENE",0
"MESNA INJ",0
"INDERAL LA",0
"LANTANAPRO",0
"COSOPT",0
"FOCALGIN 9",0
"AVEED (TES",0
"COUGH RELI",0
"HOSPITAL A",0
"METHYLIN O",0
"KEPIVANCE",0
"GABITRIL 1",0
"ADRIAMCYIN",0
"RIDAURA (A",0
"LESCO XL 8",0
"CALDYPHEN",0
"KYLEENA",0
"FAZACLO 10",0
"DAYHIST AL",0
"DANAZOL CA",0
"MESNEX",0
"QUINIDINE",0
"MEPROBAMAT",0
"VERNA VIT",0
"INNOPRAN X",0
"BEXAROTENE",0
"ULTRAVATE",0
"LONSURF 15",0
"ALTACE CAP",0
"KLOR-CON U",0
"ZANAFLEX C",0
"MEDI PADS",0
"LANOXIN SC",0
"ARAVA (LEF",0
"MARPLAN",0
"MESNA INJE",0
"TRINATAL R",0
"PASER GRAN",0
"LDR ANTISE",0
"SILPHEN CO",0
"ISTODAX (R",0
"GAVISCON 8",0
"AVELOX 400",0
"ANECTINE 2",0
"CATAPRES(C",0
"HYQVIA 2.5",0
"PROVIGIL (",0
"NESTABS DH",0
"APOKYN INJ",0
"NEUAC GEL",0
"TIOCONAZOL",0
"YOSPRALA",0
"SYNERA PAT",0
"GNP COUGH",0
"ROWASA ENE",0
"APAP CHILD",0
"ZINC SULFA",0
"ELOCTATE 2",0
"VANCOMYOCI",0
"SOLTAMOX,",0
"FOSINIPROL",0
"NOVAREL (C",0
"EMEND 40MG",0
"CORDRAN FL",0
"NECON 1MG/",0
"ZYFLO TABL",0
"LDR ACID R",0
"TRIVORA 6",0
"SECURA EXT",0
"ACCOLATE Z",0
"MOXEZA",0
"NIFEREX",0
"LDR ALL/D",0
"MYDAYIS 12",0
"READY TO U",0
"ZYVOX 600",0
"NULEV 0.12",0
"OPANA ER (",0
"MAJOR-PREP",0
"MIGRANAL N",0
"INTRAROSA",0
"QUENALIN",0
"NEOMYCIN-B",0
"DIAPER RAS",0
"SIMULECT 2",0
"VAGISTAT-3",0
"LEENA  TAB",0
"LARTRUVO",0
"URIMAR-T",0
"LDR PRLF F",0
"TREANDA (B",0
"WITCH HAZE",0
"EDECRIN TA",0
"MAPAP SINU",0
"LORZONE 37",0
"LOSEASONIQ",0
"XENAZINE 1",0
"CAFFEINE C",0
"CHOLBAM CA",0
"CYCLOMYDRI",0
"NEO-SYNALA",0
"TAGRISSO 4",0
"GILDESS 1/",0
"SM DOCUS C",0
"OLUX-E FOA",0
"LUPANETA 3",0
"LYSODREN",0
"TUSSIN PE",0
"DOXEPIN 10",0
"AMERINET C",0
"LANTUS SOL",0
"K+CARE EFF",0
"PRECOSE 10",0
"PREFERA OB",0
"BENZAMYCIN",0
"10% DEXTRA",0
"BAZA PROTE",0
"VICODIN TA",0
"ULTIMATECA",0
"OMIDRIA",0
"MYSLOINE P",0
"ELOCTATE 5",0
"KONSYL PSY",0
"SONATA TAB",0
"ACTIQ 600M",0
"KONSYL EAS",0
"VP PNV DHA",0
"AIRDUO 113",0
"LDR LUBRIC",0
"NESACAINE",0
"DANAZOL 50",0
"WARFARIN N",0
"ESTRACE TA",0
"MYTESI 125",0
"ANTI-NAUSE",0
"RHOGAM",0
"NOVOEIGHT",0
"KYPROLIS 3",0
"GLUMETZA 1",0
"BONIVA PRE",0
"TEKTURNA H",0
"MAPAP PM C",0
"COSMEGEN 0",0
"ZOCOR 20MG",0
"PROCARDIA",0
"DEXPAK 10",0
"HYDROXOCOB",0
"MICONOZOLE",0
"COLD SEVER",0
"NICOMIDE",0
"CYSTARAN (",0
"SM DAYTIME",0
"CLOBEX SHA",0
"SPRITAM 75",0
"OXAYDO 7.5",0
"APTENSIO X",0
"LDR URINAR",0
"S/B SENNA",0
"ELITE OB",0
"STAVUDINE",0
"ANTIBIOTIC",0
"ENABLEX 15",0
"LOMEDIA 24",0
"LOTRISONE",0
"SINEMET 25",0
"HEPSERA",0
"LAMISIL TA",0
"HEMOFIL-M",0
"PRENATE PI",0
"DOXERCALCI",0
"XANAX .5MG",0
"EX-LAX REG",0
"STALEVO FC",0
"COSYNTROPI",0
"FRAGMIN (D",0
"GLEOSTINE",0
"PEGASYS PF",0
"VIRAMUNE X",0
"BONIVA 150",0
"STARLIX 12",0
"DILANTIN-1",0
"FABIOR 0.1",0
"NORETH-EST",0
"XYNTHA 300",0
"ELITEK 1.5",0
"FERROUS GL",0
"KALETRA LO",0
"HYQVIA 30",0
"KOGENATE F",0
"TUMS ANTAC",0
"VERSACLOZ",0
"LONSURF 20",0
"ASPIRIN SU",0
"KONSYL",0
"OXICONAZOL",0
"TUMS E-X A",0
"NATACYN",0
"ZANTAC 1,0",0
"SYNAREL 2M",0
"MIGRAINE C",0
"VYZULTA 5M",0
"ACTONEL 35",0
"AZOR 10/40",0
"CALCIPOT S",0
"AMPHOTERIC",0
"NALFON",0
"VIVELLE-DO",0
"LDR ANTI-D",0
"NORITATE 1",0
"ADEMPAS 0.",0
"ATHLETES F",0
"GOOD SENSE",0
"FORTAZ INJ",0
"CARBILEVOE",0
"OPANA ER",0
"ZYKADIA HG",0
"POVIDINE O",0
"ENEMA SING",0
"VASOTEC 20",0
"AROMASIN 2",0
"NIASPAN-NI",0
"NALOXONE 0",0
